date,city,tappmax
1940-06-01,Athens,28.923332
1940-06-02,Athens,27.170582
1940-06-03,Athens,23.22681
1940-06-04,Athens,24.064623
1940-06-05,Athens,25.184908
1940-06-06,Athens,24.78643
1940-06-07,Athens,23.405373
1940-06-08,Athens,23.79034
1940-06-09,Athens,23.923365
1940-06-10,Athens,27.146507
1940-06-11,Athens,27.604202
1940-06-12,Athens,27.73571
1940-06-13,Athens,28.152273
1940-06-14,Athens,28.29441
1940-06-15,Athens,31.307747
1940-06-16,Athens,31.245762
1940-06-17,Athens,29.376541
1940-06-18,Athens,31.223928
1940-06-19,Athens,32.70134
1940-06-20,Athens,30.567642
1940-06-21,Athens,32.515224
1940-06-22,Athens,31.780003
1940-06-23,Athens,32.043915
1940-06-24,Athens,31.576488
1940-06-25,Athens,33.230392
1940-06-26,Athens,30.662971
1940-06-27,Athens,30.227911
1940-06-28,Athens,30.138351
1940-06-29,Athens,27.585617
1940-06-30,Athens,27.382614
1940-07-01,Athens,28.758465
1940-07-02,Athens,28.62175
1940-07-03,Athens,27.76211
1940-07-04,Athens,31.0919
1940-07-05,Athens,32.216293
1940-07-06,Athens,31.516224
1940-07-07,Athens,31.670671
1940-07-08,Athens,32.995823
1940-07-09,Athens,32.71438
1940-07-10,Athens,32.01611
1940-07-11,Athens,28.38969
1940-07-12,Athens,31.672785
1940-07-13,Athens,33.753376
1940-07-14,Athens,33.52275
1940-07-15,Athens,32.339935
1940-07-16,Athens,34.594505
1940-07-17,Athens,37.515247
1940-07-18,Athens,33.34709
1940-07-19,Athens,34.12517
1940-07-20,Athens,33.147324
1940-07-21,Athens,31.864735
1940-07-22,Athens,31.728304
1940-07-23,Athens,34.23869
1940-07-24,Athens,34.19804
1940-07-25,Athens,34.79325
1940-07-26,Athens,34.905945
1940-07-27,Athens,34.63683
1940-07-28,Athens,34.29204
1940-07-29,Athens,34.06471
1940-07-30,Athens,33.811745
1940-07-31,Athens,30.34586
1940-08-01,Athens,27.762556
1940-08-02,Athens,28.532726
1940-08-03,Athens,29.172493
1940-08-04,Athens,26.280376
1940-08-05,Athens,25.71895
1940-08-06,Athens,28.929287
1940-08-07,Athens,29.760796
1940-08-08,Athens,30.768099
1940-08-09,Athens,29.959902
1940-08-10,Athens,30.587603
1940-08-11,Athens,30.93569
1940-08-12,Athens,31.393898
1940-08-13,Athens,33.76307
1940-08-14,Athens,33.81839
1940-08-15,Athens,32.458588
1940-08-16,Athens,31.401297
1940-08-17,Athens,30.69049
1940-08-18,Athens,26.412773
1940-08-19,Athens,25.307858
1940-08-20,Athens,27.64298
1940-08-21,Athens,29.87317
1940-08-22,Athens,30.760435
1940-08-23,Athens,31.852293
1940-08-24,Athens,31.196638
1940-08-25,Athens,31.139603
1940-08-26,Athens,25.139765
1940-08-27,Athens,25.991169
1940-08-28,Athens,25.160273
1940-08-29,Athens,25.500326
1940-08-30,Athens,26.749561
1940-08-31,Athens,28.241291
1941-06-01,Athens,32.7116
1941-06-02,Athens,32.46148
1941-06-03,Athens,28.75269
1941-06-04,Athens,29.720856
1941-06-05,Athens,23.3733
1941-06-06,Athens,27.067497
1941-06-07,Athens,29.43514
1941-06-08,Athens,30.788403
1941-06-09,Athens,31.280344
1941-06-10,Athens,29.587967
1941-06-11,Athens,28.940125
1941-06-12,Athens,29.9625
1941-06-13,Athens,29.390503
1941-06-14,Athens,31.040304
1941-06-15,Athens,32.450115
1941-06-16,Athens,32.437046
1941-06-17,Athens,32.349842
1941-06-18,Athens,26.806112
1941-06-19,Athens,27.060677
1941-06-20,Athens,29.681976
1941-06-21,Athens,30.469114
1941-06-22,Athens,28.893726
1941-06-23,Athens,29.223982
1941-06-24,Athens,28.550497
1941-06-25,Athens,29.594059
1941-06-26,Athens,29.966715
1941-06-27,Athens,30.122234
1941-06-28,Athens,28.846
1941-06-29,Athens,31.860191
1941-06-30,Athens,33.56475
1941-07-01,Athens,32.73181
1941-07-02,Athens,33.206333
1941-07-03,Athens,31.812891
1941-07-04,Athens,29.024267
1941-07-05,Athens,28.391935
1941-07-06,Athens,28.720257
1941-07-07,Athens,28.023174
1941-07-08,Athens,29.260593
1941-07-09,Athens,30.942566
1941-07-10,Athens,32.02002
1941-07-11,Athens,33.278152
1941-07-12,Athens,31.437271
1941-07-13,Athens,31.106197
1941-07-14,Athens,32.476036
1941-07-15,Athens,33.0852
1941-07-16,Athens,34.92558
1941-07-17,Athens,34.815254
1941-07-18,Athens,33.478573
1941-07-19,Athens,32.085293
1941-07-20,Athens,32.075428
1941-07-21,Athens,31.986078
1941-07-22,Athens,31.267048
1941-07-23,Athens,30.390356
1941-07-24,Athens,31.167612
1941-07-25,Athens,33.070538
1941-07-26,Athens,32.477097
1941-07-27,Athens,35.33781
1941-07-28,Athens,36.460865
1941-07-29,Athens,35.675125
1941-07-30,Athens,34.245102
1941-07-31,Athens,34.50707
1941-08-01,Athens,32.634995
1941-08-02,Athens,35.12916
1941-08-03,Athens,35.932507
1941-08-04,Athens,36.451687
1941-08-05,Athens,38.619324
1941-08-06,Athens,35.41481
1941-08-07,Athens,35.004772
1941-08-08,Athens,33.098156
1941-08-09,Athens,29.425533
1941-08-10,Athens,30.248909
1941-08-11,Athens,28.180775
1941-08-12,Athens,28.739262
1941-08-13,Athens,30.179617
1941-08-14,Athens,31.737728
1941-08-15,Athens,31.494205
1941-08-16,Athens,29.996246
1941-08-17,Athens,31.350273
1941-08-18,Athens,30.391764
1941-08-19,Athens,30.409555
1941-08-20,Athens,30.95479
1941-08-21,Athens,33.431133
1941-08-22,Athens,34.07043
1941-08-23,Athens,32.017082
1941-08-24,Athens,31.596169
1941-08-25,Athens,33.31167
1941-08-26,Athens,30.991192
1941-08-27,Athens,31.180702
1941-08-28,Athens,31.932434
1941-08-29,Athens,32.517193
1941-08-30,Athens,31.205303
1941-08-31,Athens,32.21818
1942-06-01,Athens,29.909508
1942-06-02,Athens,27.440035
1942-06-03,Athens,26.777283
1942-06-04,Athens,26.064035
1942-06-05,Athens,26.00306
1942-06-06,Athens,28.029682
1942-06-07,Athens,29.108114
1942-06-08,Athens,28.13156
1942-06-09,Athens,29.737423
1942-06-10,Athens,29.478003
1942-06-11,Athens,30.448143
1942-06-12,Athens,33.084217
1942-06-13,Athens,34.49703
1942-06-14,Athens,32.760513
1942-06-15,Athens,30.273409
1942-06-16,Athens,29.762434
1942-06-17,Athens,30.073557
1942-06-18,Athens,31.792612
1942-06-19,Athens,34.394135
1942-06-20,Athens,34.344597
1942-06-21,Athens,34.862484
1942-06-22,Athens,32.344402
1942-06-23,Athens,29.660648
1942-06-24,Athens,27.15298
1942-06-25,Athens,29.130482
1942-06-26,Athens,30.262152
1942-06-27,Athens,31.683737
1942-06-28,Athens,31.149652
1942-06-29,Athens,30.904747
1942-06-30,Athens,27.904589
1942-07-01,Athens,25.14057
1942-07-02,Athens,28.58068
1942-07-03,Athens,31.137268
1942-07-04,Athens,31.202356
1942-07-05,Athens,28.986422
1942-07-06,Athens,26.472715
1942-07-07,Athens,26.862051
1942-07-08,Athens,28.735146
1942-07-09,Athens,29.461754
1942-07-10,Athens,30.161095
1942-07-11,Athens,32.214333
1942-07-12,Athens,36.378765
1942-07-13,Athens,36.166252
1942-07-14,Athens,32.228325
1942-07-15,Athens,29.235096
1942-07-16,Athens,30.610138
1942-07-17,Athens,29.420038
1942-07-18,Athens,31.450193
1942-07-19,Athens,32.060196
1942-07-20,Athens,32.132484
1942-07-21,Athens,33.89382
1942-07-22,Athens,28.733135
1942-07-23,Athens,30.59805
1942-07-24,Athens,31.732943
1942-07-25,Athens,31.429852
1942-07-26,Athens,28.114594
1942-07-27,Athens,28.672607
1942-07-28,Athens,29.35403
1942-07-29,Athens,32.500565
1942-07-30,Athens,33.35511
1942-07-31,Athens,32.685173
1942-08-01,Athens,31.46621
1942-08-02,Athens,26.952534
1942-08-03,Athens,27.488298
1942-08-04,Athens,28.991194
1942-08-05,Athens,31.428791
1942-08-06,Athens,31.706474
1942-08-07,Athens,31.553106
1942-08-08,Athens,32.128094
1942-08-09,Athens,32.64181
1942-08-10,Athens,31.70352
1942-08-11,Athens,32.131718
1942-08-12,Athens,29.288956
1942-08-13,Athens,30.47404
1942-08-14,Athens,32.735184
1942-08-15,Athens,32.97568
1942-08-16,Athens,33.01246
1942-08-17,Athens,28.399559
1942-08-18,Athens,27.57808
1942-08-19,Athens,27.93479
1942-08-20,Athens,28.234167
1942-08-21,Athens,28.612564
1942-08-22,Athens,29.38914
1942-08-23,Athens,28.82943
1942-08-24,Athens,28.210138
1942-08-25,Athens,28.818266
1942-08-26,Athens,28.37503
1942-08-27,Athens,25.764048
1942-08-28,Athens,26.665598
1942-08-29,Athens,26.497702
1942-08-30,Athens,29.50953
1942-08-31,Athens,29.353685
1943-06-01,Athens,23.011478
1943-06-02,Athens,25.249514
1943-06-03,Athens,26.83287
1943-06-04,Athens,27.35801
1943-06-05,Athens,25.477053
1943-06-06,Athens,25.494692
1943-06-07,Athens,23.835878
1943-06-08,Athens,24.891994
1943-06-09,Athens,25.870296
1943-06-10,Athens,26.539433
1943-06-11,Athens,27.982712
1943-06-12,Athens,28.543915
1943-06-13,Athens,29.166098
1943-06-14,Athens,26.84864
1943-06-15,Athens,28.117424
1943-06-16,Athens,29.790438
1943-06-17,Athens,30.772465
1943-06-18,Athens,30.185843
1943-06-19,Athens,27.95181
1943-06-20,Athens,24.289103
1943-06-21,Athens,25.09998
1943-06-22,Athens,26.852604
1943-06-23,Athens,28.35037
1943-06-24,Athens,26.91211
1943-06-25,Athens,28.828444
1943-06-26,Athens,31.089111
1943-06-27,Athens,29.144945
1943-06-28,Athens,28.81221
1943-06-29,Athens,28.407965
1943-06-30,Athens,28.848003
1943-07-01,Athens,29.127897
1943-07-02,Athens,31.09112
1943-07-03,Athens,31.222834
1943-07-04,Athens,31.884998
1943-07-05,Athens,31.560707
1943-07-06,Athens,32.772903
1943-07-07,Athens,33.426846
1943-07-08,Athens,33.705246
1943-07-09,Athens,32.301205
1943-07-10,Athens,27.34951
1943-07-11,Athens,26.829407
1943-07-12,Athens,28.510769
1943-07-13,Athens,29.330233
1943-07-14,Athens,31.980343
1943-07-15,Athens,31.200417
1943-07-16,Athens,26.63267
1943-07-17,Athens,27.381239
1943-07-18,Athens,28.392927
1943-07-19,Athens,30.378605
1943-07-20,Athens,31.323275
1943-07-21,Athens,34.713734
1943-07-22,Athens,37.372284
1943-07-23,Athens,36.24697
1943-07-24,Athens,32.95951
1943-07-25,Athens,32.25212
1943-07-26,Athens,32.092968
1943-07-27,Athens,33.265644
1943-07-28,Athens,30.861578
1943-07-29,Athens,30.813843
1943-07-30,Athens,29.546442
1943-07-31,Athens,30.528511
1943-08-01,Athens,31.596544
1943-08-02,Athens,29.494452
1943-08-03,Athens,28.490143
1943-08-04,Athens,29.322773
1943-08-05,Athens,31.069881
1943-08-06,Athens,33.948692
1943-08-07,Athens,34.057613
1943-08-08,Athens,34.79214
1943-08-09,Athens,33.767273
1943-08-10,Athens,33.0108
1943-08-11,Athens,31.370476
1943-08-12,Athens,30.669968
1943-08-13,Athens,29.137125
1943-08-14,Athens,27.909996
1943-08-15,Athens,30.03056
1943-08-16,Athens,31.553888
1943-08-17,Athens,31.186369
1943-08-18,Athens,29.708694
1943-08-19,Athens,27.528606
1943-08-20,Athens,26.926292
1943-08-21,Athens,29.979416
1943-08-22,Athens,29.173792
1943-08-23,Athens,28.379465
1943-08-24,Athens,30.705482
1943-08-25,Athens,29.088856
1943-08-26,Athens,28.374058
1943-08-27,Athens,31.722418
1943-08-28,Athens,32.160534
1943-08-29,Athens,32.296535
1943-08-30,Athens,29.209368
1943-08-31,Athens,29.9035
1944-06-01,Athens,26.139063
1944-06-02,Athens,26.93754
1944-06-03,Athens,26.637753
1944-06-04,Athens,26.30656
1944-06-05,Athens,27.747797
1944-06-06,Athens,25.557806
1944-06-07,Athens,28.106838
1944-06-08,Athens,29.086555
1944-06-09,Athens,29.516846
1944-06-10,Athens,29.676422
1944-06-11,Athens,29.642097
1944-06-12,Athens,29.733593
1944-06-13,Athens,28.104475
1944-06-14,Athens,28.440012
1944-06-15,Athens,27.346838
1944-06-16,Athens,28.601612
1944-06-17,Athens,28.30769
1944-06-18,Athens,27.523428
1944-06-19,Athens,29.554531
1944-06-20,Athens,29.602676
1944-06-21,Athens,32.4755
1944-06-22,Athens,31.503326
1944-06-23,Athens,30.566051
1944-06-24,Athens,30.241396
1944-06-25,Athens,28.576273
1944-06-26,Athens,27.175226
1944-06-27,Athens,25.666927
1944-06-28,Athens,30.236391
1944-06-29,Athens,33.273422
1944-06-30,Athens,31.338987
1944-07-01,Athens,31.49514
1944-07-02,Athens,31.447104
1944-07-03,Athens,32.086456
1944-07-04,Athens,33.207146
1944-07-05,Athens,33.192825
1944-07-06,Athens,31.920252
1944-07-07,Athens,29.936983
1944-07-08,Athens,31.453796
1944-07-09,Athens,32.894375
1944-07-10,Athens,33.30175
1944-07-11,Athens,32.83524
1944-07-12,Athens,31.896524
1944-07-13,Athens,31.49093
1944-07-14,Athens,28.650639
1944-07-15,Athens,28.582348
1944-07-16,Athens,27.595312
1944-07-17,Athens,27.642902
1944-07-18,Athens,29.815138
1944-07-19,Athens,30.126467
1944-07-20,Athens,29.759808
1944-07-21,Athens,30.884655
1944-07-22,Athens,32.45714
1944-07-23,Athens,36.829666
1944-07-24,Athens,33.803642
1944-07-25,Athens,30.02651
1944-07-26,Athens,26.966248
1944-07-27,Athens,27.272648
1944-07-28,Athens,27.357409
1944-07-29,Athens,28.137705
1944-07-30,Athens,29.432425
1944-07-31,Athens,31.742626
1944-08-01,Athens,31.875725
1944-08-02,Athens,31.761646
1944-08-03,Athens,31.980396
1944-08-04,Athens,31.124794
1944-08-05,Athens,31.608746
1944-08-06,Athens,26.267336
1944-08-07,Athens,25.572527
1944-08-08,Athens,25.647455
1944-08-09,Athens,27.398773
1944-08-10,Athens,27.864859
1944-08-11,Athens,27.674608
1944-08-12,Athens,27.74881
1944-08-13,Athens,27.313646
1944-08-14,Athens,28.174402
1944-08-15,Athens,29.036932
1944-08-16,Athens,29.91577
1944-08-17,Athens,26.529535
1944-08-18,Athens,25.578571
1944-08-19,Athens,26.661121
1944-08-20,Athens,26.999735
1944-08-21,Athens,27.088509
1944-08-22,Athens,27.595757
1944-08-23,Athens,30.183992
1944-08-24,Athens,27.534885
1944-08-25,Athens,25.780203
1944-08-26,Athens,24.85771
1944-08-27,Athens,20.924719
1944-08-28,Athens,22.627663
1944-08-29,Athens,25.376919
1944-08-30,Athens,26.80666
1944-08-31,Athens,27.34695
1945-06-01,Athens,28.08704
1945-06-02,Athens,25.03767
1945-06-03,Athens,25.897984
1945-06-04,Athens,26.24514
1945-06-05,Athens,26.965952
1945-06-06,Athens,28.044203
1945-06-07,Athens,29.789377
1945-06-08,Athens,28.347261
1945-06-09,Athens,26.039211
1945-06-10,Athens,26.453363
1945-06-11,Athens,27.805233
1945-06-12,Athens,28.247116
1945-06-13,Athens,28.464554
1945-06-14,Athens,30.038597
1945-06-15,Athens,30.865387
1945-06-16,Athens,25.32402
1945-06-17,Athens,28.310635
1945-06-18,Athens,28.247498
1945-06-19,Athens,26.586386
1945-06-20,Athens,29.859125
1945-06-21,Athens,28.35247
1945-06-22,Athens,30.001623
1945-06-23,Athens,32.3814
1945-06-24,Athens,30.570028
1945-06-25,Athens,29.688126
1945-06-26,Athens,30.059048
1945-06-27,Athens,31.057337
1945-06-28,Athens,33.244698
1945-06-29,Athens,34.68464
1945-06-30,Athens,36.256855
1945-07-01,Athens,33.36712
1945-07-02,Athens,32.27808
1945-07-03,Athens,34.4146
1945-07-04,Athens,28.61393
1945-07-05,Athens,27.951948
1945-07-06,Athens,28.378004
1945-07-07,Athens,28.972822
1945-07-08,Athens,29.39347
1945-07-09,Athens,31.095243
1945-07-10,Athens,30.864515
1945-07-11,Athens,31.211088
1945-07-12,Athens,32.142704
1945-07-13,Athens,30.420528
1945-07-14,Athens,32.420097
1945-07-15,Athens,31.381973
1945-07-16,Athens,29.209707
1945-07-17,Athens,29.824774
1945-07-18,Athens,31.585466
1945-07-19,Athens,31.784616
1945-07-20,Athens,28.585617
1945-07-21,Athens,28.320507
1945-07-22,Athens,29.657711
1945-07-23,Athens,32.860252
1945-07-24,Athens,34.803944
1945-07-25,Athens,32.219013
1945-07-26,Athens,32.11264
1945-07-27,Athens,31.865873
1945-07-28,Athens,30.275455
1945-07-29,Athens,31.287752
1945-07-30,Athens,37.34635
1945-07-31,Athens,36.096653
1945-08-01,Athens,36.789627
1945-08-02,Athens,34.15554
1945-08-03,Athens,30.030657
1945-08-04,Athens,28.143095
1945-08-05,Athens,28.638811
1945-08-06,Athens,29.19216
1945-08-07,Athens,32.172466
1945-08-08,Athens,33.688633
1945-08-09,Athens,35.948105
1945-08-10,Athens,38.212513
1945-08-11,Athens,38.201763
1945-08-12,Athens,36.877304
1945-08-13,Athens,38.176804
1945-08-14,Athens,37.623783
1945-08-15,Athens,37.533955
1945-08-16,Athens,34.44007
1945-08-17,Athens,33.254883
1945-08-18,Athens,33.98013
1945-08-19,Athens,36.370277
1945-08-20,Athens,37.818745
1945-08-21,Athens,38.734875
1945-08-22,Athens,36.63144
1945-08-23,Athens,34.064034
1945-08-24,Athens,34.31484
1945-08-25,Athens,30.638823
1945-08-26,Athens,29.021626
1945-08-27,Athens,28.416016
1945-08-28,Athens,29.003567
1945-08-29,Athens,26.452868
1945-08-30,Athens,26.258438
1945-08-31,Athens,26.468153
1946-06-01,Athens,27.146069
1946-06-02,Athens,28.800322
1946-06-03,Athens,31.695072
1946-06-04,Athens,30.55942
1946-06-05,Athens,26.8572
1946-06-06,Athens,24.207388
1946-06-07,Athens,27.05556
1946-06-08,Athens,28.574684
1946-06-09,Athens,29.560173
1946-06-10,Athens,29.35855
1946-06-11,Athens,30.64714
1946-06-12,Athens,31.876144
1946-06-13,Athens,33.910126
1946-06-14,Athens,32.029797
1946-06-15,Athens,27.522694
1946-06-16,Athens,29.234627
1946-06-17,Athens,28.509142
1946-06-18,Athens,27.192314
1946-06-19,Athens,27.445406
1946-06-20,Athens,28.724722
1946-06-21,Athens,30.159399
1946-06-22,Athens,30.63612
1946-06-23,Athens,29.425291
1946-06-24,Athens,31.694439
1946-06-25,Athens,31.32936
1946-06-26,Athens,31.93311
1946-06-27,Athens,30.970993
1946-06-28,Athens,30.104544
1946-06-29,Athens,30.767412
1946-06-30,Athens,30.364237
1946-07-01,Athens,30.465528
1946-07-02,Athens,28.639431
1946-07-03,Athens,31.93965
1946-07-04,Athens,31.099705
1946-07-05,Athens,31.674038
1946-07-06,Athens,32.199394
1946-07-07,Athens,32.816727
1946-07-08,Athens,34.286533
1946-07-09,Athens,34.04162
1946-07-10,Athens,31.528168
1946-07-11,Athens,27.312647
1946-07-12,Athens,28.81667
1946-07-13,Athens,28.326733
1946-07-14,Athens,30.546974
1946-07-15,Athens,31.954466
1946-07-16,Athens,33.6386
1946-07-17,Athens,34.250603
1946-07-18,Athens,32.375977
1946-07-19,Athens,31.508009
1946-07-20,Athens,33.7526
1946-07-21,Athens,36.195625
1946-07-22,Athens,35.87161
1946-07-23,Athens,32.73655
1946-07-24,Athens,31.76899
1946-07-25,Athens,30.83562
1946-07-26,Athens,30.305517
1946-07-27,Athens,31.570644
1946-07-28,Athens,31.843555
1946-07-29,Athens,31.69715
1946-07-30,Athens,33.884632
1946-07-31,Athens,33.130238
1946-08-01,Athens,31.862576
1946-08-02,Athens,34.474487
1946-08-03,Athens,33.399147
1946-08-04,Athens,31.499367
1946-08-05,Athens,30.883814
1946-08-06,Athens,32.66251
1946-08-07,Athens,34.22091
1946-08-08,Athens,33.20264
1946-08-09,Athens,33.757313
1946-08-10,Athens,32.484024
1946-08-11,Athens,31.00254
1946-08-12,Athens,31.325073
1946-08-13,Athens,31.636248
1946-08-14,Athens,33.15415
1946-08-15,Athens,31.606195
1946-08-16,Athens,32.286247
1946-08-17,Athens,32.26127
1946-08-18,Athens,31.163012
1946-08-19,Athens,31.666807
1946-08-20,Athens,32.447243
1946-08-21,Athens,34.90285
1946-08-22,Athens,34.729416
1946-08-23,Athens,32.334007
1946-08-24,Athens,31.030369
1946-08-25,Athens,31.332663
1946-08-26,Athens,32.792873
1946-08-27,Athens,33.2208
1946-08-28,Athens,32.55102
1946-08-29,Athens,30.221428
1946-08-30,Athens,30.974802
1946-08-31,Athens,31.903286
1947-06-01,Athens,23.392988
1947-06-02,Athens,27.831564
1947-06-03,Athens,29.846941
1947-06-04,Athens,31.43168
1947-06-05,Athens,33.780903
1947-06-06,Athens,33.639744
1947-06-07,Athens,34.89898
1947-06-08,Athens,28.59128
1947-06-09,Athens,27.485891
1947-06-10,Athens,28.355532
1947-06-11,Athens,28.4562
1947-06-12,Athens,27.560352
1947-06-13,Athens,29.206472
1947-06-14,Athens,30.232708
1947-06-15,Athens,32.510487
1947-06-16,Athens,32.7662
1947-06-17,Athens,31.571264
1947-06-18,Athens,31.21135
1947-06-19,Athens,28.978573
1947-06-20,Athens,28.834593
1947-06-21,Athens,31.49889
1947-06-22,Athens,31.750881
1947-06-23,Athens,31.405182
1947-06-24,Athens,32.07993
1947-06-25,Athens,29.331951
1947-06-26,Athens,26.301928
1947-06-27,Athens,29.376064
1947-06-28,Athens,30.409668
1947-06-29,Athens,32.73574
1947-06-30,Athens,32.723816
1947-07-01,Athens,28.274696
1947-07-02,Athens,29.84909
1947-07-03,Athens,30.79721
1947-07-04,Athens,28.729202
1947-07-05,Athens,30.808264
1947-07-06,Athens,33.878105
1947-07-07,Athens,32.377388
1947-07-08,Athens,33.17112
1947-07-09,Athens,34.331833
1947-07-10,Athens,37.408432
1947-07-11,Athens,35.221096
1947-07-12,Athens,34.3361
1947-07-13,Athens,34.76407
1947-07-14,Athens,33.276867
1947-07-15,Athens,31.691074
1947-07-16,Athens,30.392008
1947-07-17,Athens,31.721663
1947-07-18,Athens,31.83744
1947-07-19,Athens,33.54511
1947-07-20,Athens,34.39745
1947-07-21,Athens,35.01965
1947-07-22,Athens,36.0395
1947-07-23,Athens,33.031025
1947-07-24,Athens,32.751892
1947-07-25,Athens,32.39898
1947-07-26,Athens,32.061947
1947-07-27,Athens,32.002968
1947-07-28,Athens,34.236828
1947-07-29,Athens,30.821579
1947-07-30,Athens,27.493567
1947-07-31,Athens,32.66055
1947-08-01,Athens,35.340233
1947-08-02,Athens,34.89451
1947-08-03,Athens,34.91875
1947-08-04,Athens,30.888174
1947-08-05,Athens,31.574356
1947-08-06,Athens,32.63636
1947-08-07,Athens,35.782238
1947-08-08,Athens,34.194397
1947-08-09,Athens,34.715317
1947-08-10,Athens,34.571712
1947-08-11,Athens,34.444965
1947-08-12,Athens,34.938873
1947-08-13,Athens,34.964523
1947-08-14,Athens,34.900517
1947-08-15,Athens,32.126846
1947-08-16,Athens,31.829338
1947-08-17,Athens,32.815907
1947-08-18,Athens,30.883492
1947-08-19,Athens,29.319876
1947-08-20,Athens,30.245783
1947-08-21,Athens,31.527592
1947-08-22,Athens,32.976547
1947-08-23,Athens,34.21342
1947-08-24,Athens,35.812103
1947-08-25,Athens,37.0491
1947-08-26,Athens,36.30353
1947-08-27,Athens,35.74698
1947-08-28,Athens,34.61061
1947-08-29,Athens,26.633905
1947-08-30,Athens,27.097689
1947-08-31,Athens,30.280878
1948-06-01,Athens,27.304806
1948-06-02,Athens,27.820309
1948-06-03,Athens,26.537134
1948-06-04,Athens,25.112835
1948-06-05,Athens,29.458723
1948-06-06,Athens,24.118742
1948-06-07,Athens,26.390423
1948-06-08,Athens,24.919992
1948-06-09,Athens,25.10954
1948-06-10,Athens,22.348495
1948-06-11,Athens,27.802935
1948-06-12,Athens,29.645712
1948-06-13,Athens,29.60937
1948-06-14,Athens,33.728626
1948-06-15,Athens,28.60056
1948-06-16,Athens,28.892412
1948-06-17,Athens,29.792744
1948-06-18,Athens,30.303015
1948-06-19,Athens,33.064922
1948-06-20,Athens,33.844505
1948-06-21,Athens,35.192028
1948-06-22,Athens,27.608267
1948-06-23,Athens,27.629128
1948-06-24,Athens,26.981482
1948-06-25,Athens,25.588829
1948-06-26,Athens,27.398382
1948-06-27,Athens,22.267538
1948-06-28,Athens,26.262123
1948-06-29,Athens,27.946226
1948-06-30,Athens,31.90721
1948-07-01,Athens,31.995935
1948-07-02,Athens,34.64775
1948-07-03,Athens,33.3715
1948-07-04,Athens,31.590223
1948-07-05,Athens,30.441765
1948-07-06,Athens,30.376574
1948-07-07,Athens,31.583158
1948-07-08,Athens,28.344042
1948-07-09,Athens,30.6064
1948-07-10,Athens,31.687626
1948-07-11,Athens,31.92938
1948-07-12,Athens,32.876667
1948-07-13,Athens,32.984264
1948-07-14,Athens,32.961967
1948-07-15,Athens,33.335842
1948-07-16,Athens,34.67869
1948-07-17,Athens,33.025814
1948-07-18,Athens,31.07677
1948-07-19,Athens,26.349089
1948-07-20,Athens,28.90671
1948-07-21,Athens,29.06669
1948-07-22,Athens,26.870485
1948-07-23,Athens,28.04322
1948-07-24,Athens,30.067013
1948-07-25,Athens,31.522718
1948-07-26,Athens,31.322023
1948-07-27,Athens,30.760956
1948-07-28,Athens,28.252197
1948-07-29,Athens,27.31222
1948-07-30,Athens,27.869293
1948-07-31,Athens,30.971394
1948-08-01,Athens,29.199638
1948-08-02,Athens,29.881582
1948-08-03,Athens,31.513065
1948-08-04,Athens,33.668358
1948-08-05,Athens,33.98789
1948-08-06,Athens,35.94936
1948-08-07,Athens,35.950947
1948-08-08,Athens,35.572277
1948-08-09,Athens,34.549953
1948-08-10,Athens,30.527851
1948-08-11,Athens,31.953033
1948-08-12,Athens,34.073032
1948-08-13,Athens,34.994095
1948-08-14,Athens,31.83551
1948-08-15,Athens,31.934883
1948-08-16,Athens,29.593027
1948-08-17,Athens,27.18879
1948-08-18,Athens,28.28344
1948-08-19,Athens,31.445076
1948-08-20,Athens,33.864506
1948-08-21,Athens,33.777836
1948-08-22,Athens,31.055832
1948-08-23,Athens,28.63134
1948-08-24,Athens,29.34657
1948-08-25,Athens,31.355843
1948-08-26,Athens,33.36783
1948-08-27,Athens,33.29866
1948-08-28,Athens,33.74922
1948-08-29,Athens,33.35712
1948-08-30,Athens,29.935158
1948-08-31,Athens,29.491043
1949-06-01,Athens,25.886196
1949-06-02,Athens,26.765987
1949-06-03,Athens,25.732653
1949-06-04,Athens,22.588125
1949-06-05,Athens,26.65163
1949-06-06,Athens,27.763618
1949-06-07,Athens,23.643108
1949-06-08,Athens,24.148684
1949-06-09,Athens,27.355904
1949-06-10,Athens,30.60278
1949-06-11,Athens,33.013348
1949-06-12,Athens,33.32015
1949-06-13,Athens,32.718575
1949-06-14,Athens,25.899572
1949-06-15,Athens,26.616274
1949-06-16,Athens,29.506363
1949-06-17,Athens,30.56199
1949-06-18,Athens,30.345615
1949-06-19,Athens,29.835281
1949-06-20,Athens,29.22601
1949-06-21,Athens,25.894861
1949-06-22,Athens,26.687706
1949-06-23,Athens,29.21127
1949-06-24,Athens,29.000736
1949-06-25,Athens,30.008955
1949-06-26,Athens,32.786026
1949-06-27,Athens,30.303835
1949-06-28,Athens,28.558216
1949-06-29,Athens,30.506802
1949-06-30,Athens,28.518784
1949-07-01,Athens,29.41899
1949-07-02,Athens,25.366459
1949-07-03,Athens,27.870024
1949-07-04,Athens,28.597843
1949-07-05,Athens,25.77653
1949-07-06,Athens,28.775486
1949-07-07,Athens,31.094456
1949-07-08,Athens,31.275623
1949-07-09,Athens,35.60205
1949-07-10,Athens,32.580612
1949-07-11,Athens,28.12233
1949-07-12,Athens,25.568514
1949-07-13,Athens,24.640272
1949-07-14,Athens,29.900614
1949-07-15,Athens,31.61627
1949-07-16,Athens,32.501724
