distribution,MC,B,n,z,x_F,mu,gamma,frac_theta,frac_gamma,theta_hat,gamma_hat,s_hat,mean_rt,coverage_theta_t,mean_cl_theta_t,mean_cu_theta_t,coverage_gamma_t,mean_cl_gamma_t,mean_cu_gamma_t,coverage_s_t,mean_cl_s_t,mean_cu_s_t,mean_dL,coverage_theta_d,mean_cl_theta_d,mean_cu_theta_d,coverage_gamma_d,mean_cl_gamma_d,mean_cu_gamma_d,coverage_s_d,mean_cl_s_d,mean_cu_s_d
ARC,1000,199,5000,0.2,45,20,-0.3,0.07199999999999994,0.05,0.6776963788300836,-0.3269571099029191,0.004675929102131443,1.026,0.854,0.609682729805014,0.967750557103064,0.925,-0.42285451110415656,-0.21162804303851052,0.895,-2.3143581473829673e-05,0.00594585141479752,3.115,0.856,0.6123966573816156,0.9666413649025068,0.914,-0.41341001378509407,-0.20869233837663648,0.897,-1.0175110457953368e-05,0.006086241186171318
ARC,1000,199,5000,0.2,45,20,-0.3,0.07299999999999994,0.05,0.6903598901098901,-0.3224686115518854,0.004464762311088288,1.022,0.877,0.6299866758241758,0.9726722527472528,0.928,-0.41815005551162177,-0.2076462893920507,0.903,-1.5341468816362766e-05,0.005645067651509936,2.785,0.877,0.6325013736263736,0.9708153846153845,0.919,-0.40852246284457694,-0.20507262558693412,0.913,-2.5189269080492722e-06,0.0057983325538711735
ARC,1000,199,5000,0.2,45,20,-0.3,0.07399999999999994,0.05,0.6799918699186992,-0.32138197894276643,0.004627943697941521,1.021,0.88,0.6148674796747967,0.9620058265582656,0.931,-0.4174363317864059,-0.2058300194362053,0.909,0.00010415210649571157,0.0058720697605010065,2.961,0.865,0.6176348238482385,0.9593094850948509,0.914,-0.40774244178916114,-0.20230543078314725,0.906,0.00014110415517617713,0.006011503992539496
ARC,1000,199,5000,0.2,45,20,-0.3,0.07499999999999994,0.05,0.6689411764705883,-0.32513623683103565,0.0047970949548740045,1.03,0.833,0.598118449197861,0.9487701871657754,0.924,-0.42041323062153585,-0.20857506848300073,0.875,0.00024311705302471225,0.006116937720908409,3.182,0.83,0.6005370320855615,0.947017780748663,0.901,-0.4110462998315036,-0.20535002069114736,0.888,0.0002474338693924343,0.006239673368170299
ARC,1000,199,5000,0.2,45,20,-0.3,0.07599999999999994,0.05,0.6617651715039579,-0.32527774463457465,0.004908909155346061,1.032,0.819,0.5892788918205805,0.9457689973614777,0.919,-0.421412808994897,-0.210063804336203,0.869,0.00028774204204308983,0.006255585072817249,3.312,0.81,0.5920529023746702,0.9443299472295514,0.9,-0.41242055917853204,-0.2058096104552755,0.875,0.00028756276909511555,0.006366531488798392
ARC,1000,199,5000,0.2,45,20,-0.3,0.07699999999999994,0.05,0.6548828125,-0.3259357981885416,0.004987306266969096,1.044,0.814,0.5808367187500001,0.9403325520833333,0.932,-0.42066393344966024,-0.21125290721679235,0.861,0.00032063521276511374,0.00633774158906577,3.467,0.804,0.5824009114583333,0.9367785156249999,0.902,-0.4113738253708079,-0.20981749758670035,0.865,0.0003155538954822439,0.006446015380221595
ARC,1000,199,5000,0.2,45,20,-0.3,0.07799999999999994,0.05,0.6423341902313624,-0.3296501812871735,0.00517895126277278,1.065,0.792,0.5620964010282777,0.9260410025706941,0.917,-0.4243044116930623,-0.21481513950027903,0.841,0.0005245131519155535,0.006625509580084535,3.734,0.782,0.5640724935732648,0.9242829048843186,0.907,-0.4155674700631025,-0.21106954565193162,0.845,0.0004912401699684739,0.006705532121951702
ARC,1000,199,5000,0.2,45,20,-0.3,0.07899999999999993,0.05,0.6290558375634517,-0.3249671698635097,0.0053541214314610334,1.073,0.741,0.5453524111675128,0.9047819796954315,0.931,-0.41939032191726383,-0.20992807148334183,0.816,0.0007566057458104134,0.006829305982329709,3.977,0.741,0.5463727157360406,0.9039786802030456,0.913,-0.4098296955243153,-0.20624120868844298,0.828,0.000695163004207664,0.00692678107777297
ARC,1000,199,5000,0.2,45,20,-0.3,0.07999999999999993,0.05,0.6235037593984962,-0.3254463135439539,0.005457384663048248,1.079,0.729,0.5421484962406016,0.9018892230576442,0.926,-0.420621112124712,-0.21002988708353923,0.817,0.0007654076440619862,0.006927998009555627,4.073,0.74,0.5425635338345866,0.9017655388471177,0.912,-0.41083694656524905,-0.20732527362886544,0.835,0.0007114433811099901,0.006998539805987296
ARC,1000,199,5000,0.2,45,20,-0.3,0.08099999999999993,0.05,0.6340321782178218,-0.32284944536024707,0.0053023385059342695,1.067,0.757,0.5539623762376239,0.9081264851485149,0.93,-0.4179174589751988,-0.20756843294480465,0.818,0.0007312109795396145,0.0067528043156191665,3.772,0.752,0.5550017326732674,0.9074560643564356,0.91,-0.4088273424044353,-0.20403983310346177,0.829,0.0007290049295343252,0.006848251706899475
ARC,1000,199,5000,0.2,45,20,-0.3,0.08199999999999993,0.05,0.6242322738386308,-0.32302626934181705,0.005441371702600862,1.093,0.719,0.5406822738386309,0.8926921760391198,0.927,-0.41763007450326733,-0.20628917569261762,0.795,0.0009243600060267048,0.006943088782405084,3.967,0.714,0.5410871638141811,0.8917448655256723,0.907,-0.4085742599255175,-0.20343425922250982,0.799,0.0008711150290245331,0.007043479355639936
ARC,1000,199,5000,0.2,45,20,-0.3,0.08299999999999993,0.05,0.6154106280193237,-0.3268959825616464,0.005594305568178451,1.097,0.698,0.53091654589372,0.8835278985507247,0.914,-0.42153221068246344,-0.21124023433740227,0.796,0.0010505683517065066,0.007124287982993972,4.141,0.704,0.5317939613526571,0.8854521739130434,0.891,-0.41264385952449134,-0.2092573137751852,0.791,0.000977885677611949,0.007204345702012975
ARC,1000,199,5000,0.2,45,20,-0.3,0.08399999999999994,0.05,0.6022315035799523,-0.3251910425416687,0.0057770949539862155,1.131,0.661,0.513087708830549,0.8638829355608592,0.925,-0.4193144893248459,-0.20917823190375065,0.751,0.0013088977411143926,0.007373324357245869,4.414,0.659,0.5139371121718377,0.8628169451073986,0.902,-0.411162954968185,-0.2056329931006004,0.772,0.0012464267636982341,0.00745059493841683
ARC,1000,199,5000,0.2,45,20,-0.3,0.08499999999999994,0.05,0.5913183962264152,-0.3256505454766816,0.005900833193421691,1.14,0.64,0.5023649764150944,0.8515424528301887,0.913,-0.4199831120508992,-0.2110036276385237,0.742,0.0014262494233309218,0.007494393606417673,4.633,0.647,0.5024359669811322,0.8514047169811321,0.894,-0.4120610326495885,-0.20781117652655423,0.761,0.0013360078932989148,0.0075617176567889695
ARC,1000,199,5000,0.2,45,20,-0.3,0.08599999999999992,0.05,0.579990675990676,-0.32790757061908704,0.0061165505773318985,1.182,0.617,0.48913344988345,0.8386460372960374,0.924,-0.42252353111078034,-0.21111096402064095,0.719,0.0016124476435996655,0.007759060773136366,4.85,0.607,0.48829428904428906,0.8358576923076924,0.903,-0.41414542331033727,-0.20948339067713834,0.725,0.0015776823803979533,0.007837815480032947
ARC,1000,199,5000,0.2,45,20,-0.3,0.08699999999999992,0.05,0.5618548387096775,-0.32697614079733206,0.0063303805564945016,1.227,0.53,0.4636447004608296,0.81021232718894,0.93,-0.42007593370829094,-0.21198320788474687,0.671,0.001978739708799329,0.00808564975889832,5.25,0.53,0.4645566820276499,0.8079436635944701,0.909,-0.4121540352618357,-0.20989844779305447,0.673,0.0019416676076679377,0.00813853063509221
ARC,1000,199,5000,0.2,45,20,-0.3,0.08799999999999993,0.05,0.5513553530751708,-0.3251434526885159,0.006512020552674769,1.27,0.49,0.4535242596810935,0.7941822323462414,0.922,-0.4186064473107691,-0.20836761674998627,0.633,0.0021951806859092115,0.008286896017987697,5.476,0.482,0.4533553530751709,0.7921962414578588,0.902,-0.41073892678673896,-0.20616009613718722,0.649,0.0021311747304039366,0.008348879384373776
ARC,1000,199,5000,0.2,45,20,-0.3,0.08899999999999993,0.05,0.566213963963964,-0.32669893276416007,0.006238458543219224,1.201,0.541,0.46881092342342345,0.8072814189189189,0.932,-0.42002646003782085,-0.21156834487797352,0.678,0.0020074090275499323,0.007985411153059892,5.031,0.53,0.46832759009009023,0.807929054054054,0.913,-0.4119495607315191,-0.20967883725187583,0.686,0.001924929828079294,0.008059702529399828
ARC,1000,199,5000,0.2,45,20,-0.3,0.08999999999999993,0.05,0.5572917594654789,-0.32398612321291365,0.006364326776688649,1.241,0.522,0.46130000000000004,0.7968584632516704,0.904,-0.4178656849576256,-0.20866923786200545,0.665,0.002130908861592537,0.00810573172603312,5.191,0.518,0.4611363028953231,0.7966055679287306,0.885,-0.40998152349100864,-0.20529852114630412,0.681,0.0020351768909931986,0.008169072692011186
ARC,1000,199,5000,0.2,45,20,-0.3,0.09099999999999993,0.05,0.5515638766519824,-0.32378421297736,0.006474128389004084,1.247,0.499,0.45834008810572696,0.7930552863436123,0.915,-0.41717408748087303,-0.20816894791623958,0.648,0.0022017209269800907,0.008186519121150895,5.288,0.495,0.45946960352422916,0.7898611233480176,0.893,-0.40981814002377426,-0.20553680489535275,0.671,0.0021322442317593957,0.00824838167967099
ARC,1000,199,5000,0.2,45,20,-0.3,0.09199999999999993,0.05,0.5422810457516338,-0.3254390655483737,0.006658366710986268,1.284,0.463,0.45100185185185193,0.7802184095860566,0.91,-0.41859996636840036,-0.20953253082395065,0.626,0.0023494349364848012,0.008384179193343277,5.447,0.465,0.45112712418300654,0.778472440087146,0.886,-0.41158942273539967,-0.20689202233054155,0.64,0.002281339133186346,0.008454832102650646
ARC,1000,199,5000,0.2,45,20,-0.3,0.09299999999999993,0.05,0.5240495689655172,-0.3244030667929716,0.006860941795130311,1.367,0.394,0.4276793103448277,0.7511881465517243,0.913,-0.41651296554942496,-0.2086141422866754,0.567,0.0027213709224727396,0.00867689235470193,5.858,0.387,0.42839127155172424,0.7502588362068966,0.899,-0.4103264316811426,-0.2052203895491139,0.587,0.002634821689007917,0.008741682677183654
ARC,1000,199,5000,0.2,45,20,-0.3,0.09399999999999993,0.05,0.5175117270788913,-0.32434598241449764,0.007026867321484548,1.4,0.373,0.4263307036247336,0.7423847547974414,0.911,-0.4167111676447391,-0.20905736751318857,0.555,0.0028171178113913157,0.008820801646821506,5.926,0.363,0.4255315565031984,0.742388592750533,0.905,-0.4111044128859862,-0.2070132047762484,0.564,0.002745045838377114,0.008895456781186663
ARC,1000,199,5000,0.2,45,20,-0.3,0.09499999999999992,0.05,0.5069535864978902,-0.32534219241646206,0.007121317032768504,1.492,0.337,0.4126476793248946,0.7271587552742617,0.916,-0.41632369935422925,-0.20867817380835071,0.527,0.0029594023975666353,0.0089508675517107,6.179,0.339,0.4132195147679326,0.7263471518987342,0.897,-0.4108022191154441,-0.207502961431284,0.529,0.0028982817548958346,0.008990869866951048
ARC,1000,199,5000,0.2,45,20,-0.3,0.09599999999999992,0.05,0.49607933194154485,-0.3260029652116479,0.007294405882021382,1.531,0.292,0.40474634655532366,0.7101704592901878,0.923,-0.41661521634228027,-0.2093882619029968,0.479,0.003214086036473175,0.00914780715486136,6.362,0.291,0.40459196242171197,0.7103052192066805,0.915,-0.41234931897091054,-0.2079279826200685,0.496,0.0031359540894775463,0.009205461991642263
ARC,1000,199,5000,0.2,45,20,-0.3,0.09699999999999992,0.05,0.49649793388429747,-0.3267696382162321,0.00730348209323143,1.525,0.295,0.4007267561983472,0.7100001033057851,0.908,-0.417493078242618,-0.2112845496027735,0.485,0.0031991551832512726,0.00920393558526136,6.305,0.296,0.40121177685950427,0.7096507231404957,0.904,-0.4126135373173172,-0.2078231243057652,0.507,0.0031240165980682376,0.009244364032130657
ARC,1000,199,5000,0.2,45,20,-0.3,0.09799999999999992,0.05,0.5054355828220859,-0.3273243592354735,0.007139298287694656,1.468,0.331,0.41374621676891626,0.7202584867075663,0.921,-0.4180368417592523,-0.21123213317058634,0.503,0.003094798632436191,0.00896038989486884,6.026,0.329,0.414477709611452,0.7209674846625767,0.905,-0.4121241283190632,-0.20974070486243473,0.522,0.0029853030157044403,0.009006566306484205
ARC,1000,199,5000,0.2,45,20,-0.3,0.09899999999999992,0.05,0.5000546558704454,-0.326431918371021,0.007221203952790585,1.498,0.303,0.4135489878542511,0.7159010121457491,0.901,-0.4175769701210344,-0.21175975387687007,0.491,0.00313187306503051,0.009000952527599386,6.104,0.299,0.4133554655870446,0.7150387651821862,0.89,-0.41263404030380096,-0.2099833590165767,0.507,0.003025716914504973,0.009051705772386237
ARC,1000,199,5000,0.2,45,20,-0.3,0.09999999999999992,0.05,0.4864428857715431,-0.3230903073202137,0.007396279938344512,1.568,0.25,0.396400501002004,0.6951177354709418,0.92,-0.41362095590018055,-0.20689740136210708,0.453,0.003357400101170839,0.009250677516365165,6.361,0.257,0.3975983967935872,0.6949860721442885,0.902,-0.4093465981633947,-0.20505442703221097,0.469,0.003288474105186834,0.009288414873236917
ARC,1000,199,15000,0.2,45,20,-0.3,0.01,0.05,0.7857466666666667,-0.3083789208704243,0.0030991565062262793,1.0,0.837,0.7174363333333333,0.8338423333333332,0.93,-0.35851258636881933,-0.24734879539487736,0.836,0.0022634617084690747,0.004179933467355418,2.0,0.91,0.7224010000000001,0.8489743333333334,0.915,-0.3546772829271561,-0.24450407300439633,0.901,0.0017974764613750169,0.004174260517506798
ARC,1000,199,15000,0.2,45,20,-0.3,0.011,0.05,0.7864666666666666,-0.31212348272906226,0.0031052559980527775,1.0,0.821,0.7212139393939394,0.8327490909090909,0.915,-0.36238890778081695,-0.2519324018687865,0.836,0.0022993512968956997,0.004153968892000222,2.0,0.924,0.7267239393939394,0.8469318181818183,0.906,-0.3586009337595529,-0.24867322171588482,0.912,0.0018352730675316121,0.004152191178002374
ARC,1000,199,15000,0.2,45,20,-0.3,0.011999999999999999,0.05,0.7850446927374302,-0.31161910645096635,0.0031141595207119363,1.0,0.808,0.7226371508379889,0.8293994413407821,0.912,-0.36157557435125887,-0.25213853906528255,0.845,0.0023332076279762737,0.00412257451587927,2.0,0.909,0.7274717877094973,0.8428064245810057,0.89,-0.3579343492469415,-0.2494413730681503,0.919,0.001882496967188234,0.004129402613791917
ARC,1000,199,15000,0.2,45,20,-0.3,0.012999999999999998,0.05,0.7842164948453609,-0.3111337470448021,0.003119009447476962,1.0,0.794,0.723945618556701,0.827078350515464,0.906,-0.361002733259818,-0.2509124093583099,0.831,0.002349922711734739,0.004105624365410667,2.0,0.891,0.7286025773195877,0.8398414948453607,0.889,-0.3572236676805094,-0.2484187279811013,0.913,0.001906819790855127,0.004118099717820238
ARC,1000,199,15000,0.2,45,20,-0.3,0.013999999999999997,0.05,0.7837703349282297,-0.31076890169898147,0.003129159918586435,1.0,0.771,0.7258655502392344,0.8253564593301436,0.911,-0.3611837636947228,-0.25062167717148887,0.825,0.0023811970697189427,0.004084741893393589,2.0,0.879,0.7299861244019139,0.8375074162679426,0.898,-0.357368462913655,-0.247496430056556,0.911,0.0019468280264684685,0.004107285555480521
ARC,1000,199,15000,0.2,45,20,-0.3,0.014999999999999996,0.05,0.7838839285714285,-0.31211399866710215,0.0031302198414118153,1.0,0.791,0.7279189732142858,0.8247178571428572,0.895,-0.36248813038633027,-0.2523982086183433,0.852,0.002396940379926215,0.004060527906227363,2.0,0.882,0.7324834821428572,0.8355160714285714,0.885,-0.35846354865892216,-0.24925019672349685,0.908,0.0019650984282121742,0.0040846467325652384
ARC,1000,199,15000,0.2,45,20,-0.3,0.015999999999999993,0.05,0.7830209205020922,-0.3118975482423834,0.003134828079339976,1.0,0.771,0.7287334728033472,0.8223046025104603,0.905,-0.3618709802226522,-0.2521716205733051,0.835,0.0024187066043414897,0.004046646250115125,2.0,0.875,0.7332845188284518,0.8334002092050209,0.899,-0.35865492710727487,-0.24869247174542028,0.921,0.001986423518851163,0.004074149331280504
ARC,1000,199,15000,0.2,45,20,-0.3,0.016999999999999994,0.05,0.7809015748031495,-0.3089719612777578,0.0031528941948847037,1.0,0.759,0.7277188976377952,0.8190602362204724,0.915,-0.35923647244766677,-0.24924937500636038,0.828,0.0024466312350538565,0.004049331988976923,2.0,0.86,0.7317013779527559,0.8296326771653544,0.895,-0.35538808124791427,-0.24520857313611827,0.927,0.002020059101344935,0.004091068317537836
ARC,1000,199,15000,0.2,45,20,-0.3,0.017999999999999995,0.05,0.7812936802973978,-0.3129768168244871,0.0031748483398782606,1.0,0.742,0.7303297397769518,0.8184704460966543,0.902,-0.363027909358279,-0.25313168772444083,0.813,0.002472664430097974,0.004052668712342245,2.0,0.851,0.7344122676579926,0.8290581784386616,0.884,-0.3594894396519686,-0.24951518282822674,0.92,0.0020471780677217173,0.004089771257784761
ARC,1000,199,15000,0.2,45,20,-0.3,0.018999999999999993,0.05,0.7788873239436619,-0.3112270854713074,0.0031982851741931702,1.0,0.736,0.7290031690140845,0.8160336267605633,0.918,-0.3616706741026735,-0.25234659615034677,0.831,0.0024993503716107704,0.004063806983480923,2.0,0.857,0.7328494718309859,0.8254669014084507,0.896,-0.3582775306525321,-0.24833825363296316,0.932,0.002088057933370368,0.004108746384237846
ARC,1000,199,15000,0.2,45,20,-0.3,0.01999999999999999,0.05,0.7794983277591974,-0.31148160286433124,0.003189249257854076,1.0,0.735,0.7309719063545151,0.8156133779264214,0.9,-0.36217300540091957,-0.2520102542896737,0.829,0.0025076728489170056,0.004038190087468843,2.0,0.851,0.7345357859531773,0.825195652173913,0.886,-0.35900054115088575,-0.24816335922422889,0.929,0.0020898204377358108,0.004088905986857641
ARC,1000,199,15000,0.2,45,20,-0.3,0.02099999999999999,0.05,0.7768885350318472,-0.31162878800250454,0.0032353970810830826,1.0,0.684,0.7290371019108282,0.8131350318471339,0.908,-0.3620594508471165,-0.2522124311269601,0.825,0.0025449575950218756,0.00408007581065877,2.0,0.809,0.7328837579617835,0.822282643312102,0.897,-0.3589833914317089,-0.24746944180481698,0.943,0.002120200777834226,0.004132288608104431
ARC,1000,199,15000,0.2,45,20,-0.3,0.021999999999999992,0.05,0.7754741641337387,-0.3101547042714287,0.0032479346213441476,1.0,0.654,0.7287189969604864,0.8109572948328269,0.915,-0.3610431528280651,-0.2507858347545134,0.802,0.00256730670444494,0.004076410805128711,2.0,0.776,0.7324004559270518,0.8198486322188451,0.896,-0.35813899025846224,-0.246167266206843,0.939,0.0021466586977849918,0.004141187483395834
ARC,1000,199,15000,0.2,45,20,-0.3,0.02299999999999999,0.05,0.7743924418604652,-0.3104517057314708,0.0032741625388382697,1.0,0.645,0.7284934593023256,0.8095981104651163,0.917,-0.3614249489957624,-0.25074528244125227,0.809,0.002595241056142745,0.004096909203521451,2.0,0.766,0.7322433139534884,0.8179872093023255,0.906,-0.35798431226033356,-0.24597504170256884,0.936,0.0021857851251513285,0.004160403506503074
ARC,1000,199,15000,0.2,45,20,-0.3,0.023999999999999987,0.05,0.7742367688022285,-0.3120989889240068,0.0032733620545408225,1.0,0.638,0.7294274373259054,0.8118454038997214,0.907,-0.36299241224690454,-0.25307453121957557,0.81,0.002559893723088919,0.004082809797048663,2.0,0.769,0.7329649025069639,0.8186448467966574,0.895,-0.3600715121744348,-0.24865477957497983,0.946,0.0021726971116382875,0.004151165537308643
ARC,1000,199,15000,0.2,45,20,-0.3,0.024999999999999988,0.05,0.7738048128342245,-0.3097936392515332,0.0032687643736254105,1.0,0.63,0.7299633689839573,0.8102220588235295,0.91,-0.3610621527072179,-0.2505695062289272,0.793,0.0025715163191312707,0.004067674812059343,2.0,0.754,0.7333720588235294,0.8176576203208555,0.901,-0.35833202671308173,-0.24594162371265776,0.933,0.002177691714480786,0.004138662442147156
ARC,1000,199,15000,0.2,45,20,-0.3,0.02599999999999999,0.05,0.7727017994858613,-0.31121696398677945,0.003293028261043929,1.0,0.632,0.7294097686375323,0.8123575835475577,0.91,-0.36187783840746307,-0.2527010679403284,0.787,0.0025526944053521055,0.004084346937410471,2.0,0.763,0.7328235218508997,0.8193167095115681,0.909,-0.35927706004133314,-0.24779750448439103,0.934,0.0021666522582759226,0.004159914556222453
ARC,1000,199,15000,0.2,45,20,-0.3,0.02699999999999999,0.05,0.7719009900990099,-0.31016390008507116,0.0033039252257351403,1.0,0.587,0.7297034653465347,0.8099259900990098,0.911,-0.3606710111646596,-0.2512616886695746,0.807,0.0025783654407333613,0.0040810470459435415,2.0,0.723,0.7331288366336635,0.8169330445544554,0.909,-0.35845321365253485,-0.24590227196592673,0.947,0.002190003013462837,0.004163317766010387
ARC,1000,199,15000,0.2,45,20,-0.3,0.027999999999999983,0.05,0.7703317422434368,-0.31036918093768623,0.0033304948606870705,1.0,0.576,0.7289477326968975,0.8120318615751789,0.901,-0.36121765115821364,-0.25110131682379205,0.814,0.002565376454048846,0.004100023023558627,2.0,0.705,0.7324016706443914,0.8181083532219571,0.903,-0.35900363980987915,-0.2460578681987134,0.951,0.0021782135208157846,0.004185718677466249
